Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
10-Jun-22,EQ,"1,360.10","1,367.95","1,343.60","1,377.70","1,348.75","1,351.10","1,351.94","1,725.00","1,278.30","45,77,715","6,18,88,00,152.60","1,59,998"
13-Jun-22,EQ,"1,323.60","1,330.00","1,308.30","1,351.10","1,329.00","1,326.60","1,318.54","1,725.00","1,278.30","54,46,286","7,18,11,45,207.65","2,69,494"
14-Jun-22,EQ,"1,311.25","1,326.00","1,305.00","1,326.60","1,314.00","1,312.00","1,316.04","1,725.00","1,278.30","59,35,178","7,81,09,16,645.65","2,47,100"
15-Jun-22,EQ,"1,301.65","1,315.80","1,298.40","1,312.00","1,308.45","1,307.45","1,307.49","1,725.00","1,278.30","59,05,235","7,72,10,44,050.45","2,39,871"
16-Jun-22,EQ,"1,310.00","1,320.55","1,278.00","1,307.45","1,279.45","1,281.30","1,297.76","1,725.00","1,278.00","60,84,596","7,89,63,14,988.40","2,69,747"
17-Jun-22,EQ,"1,275.00","1,299.00","1,271.60","1,281.30","1,296.70","1,289.75","1,282.59","1,725.00","1,271.60","73,61,961","9,44,23,47,329.35","2,93,741"
20-Jun-22,EQ,"1,304.70","1,325.00","1,294.15","1,289.75","1,321.95","1,322.15","1,313.17","1,725.00","1,271.60","79,68,420","10,46,39,10,206.85","2,14,315"
21-Jun-22,EQ,"1,336.90","1,354.00","1,324.05","1,322.15","1,333.70","1,336.55","1,341.22","1,725.00","1,271.60","66,10,342","8,86,59,41,646.10","1,90,833"
22-Jun-22,EQ,"1,332.25","1,336.95","1,323.20","1,336.55","1,325.90","1,330.25","1,329.70","1,725.00","1,271.60","40,79,849","5,42,49,72,795.20","1,44,197"
23-Jun-22,EQ,"1,330.50","1,348.00","1,318.50","1,330.25","1,336.60","1,335.15","1,336.91","1,725.00","1,271.60","76,86,122","10,27,56,34,335.15","2,24,102"
24-Jun-22,EQ,"1,338.55","1,361.65","1,338.55","1,335.15","1,355.00","1,353.80","1,354.94","1,725.00","1,271.60","40,06,716","5,42,88,48,372.95","2,65,751"
27-Jun-22,EQ,"1,370.00","1,376.00","1,352.00","1,353.80","1,355.90","1,356.25","1,362.63","1,725.00","1,271.60","49,02,082","6,67,97,21,013.60","1,53,532"
28-Jun-22,EQ,"1,344.00","1,351.00","1,338.40","1,356.25","1,349.90","1,345.90","1,344.55","1,725.00","1,271.60","48,85,287","6,56,84,95,136.05","1,70,596"
29-Jun-22,EQ,"1,331.25","1,350.75","1,331.25","1,345.90","1,343.80","1,343.95","1,343.41","1,725.00","1,271.60","49,97,023","6,71,30,40,907.65","1,55,488"
30-Jun-22,EQ,"1,336.00","1,354.00","1,336.00","1,343.95","1,344.00","1,348.00","1,346.87","1,725.00","1,271.60","62,37,911","8,40,16,64,068.50","1,53,516"
01-Jul-22,EQ,"1,343.95","1,360.00","1,330.05","1,348.00","1,354.95","1,353.75","1,346.28","1,725.00","1,271.60","57,36,226","7,72,25,38,774.50","1,47,092"
04-Jul-22,EQ,"1,353.70","1,360.20","1,342.25","1,353.75","1,356.55","1,355.65","1,352.23","1,725.00","1,271.60","42,43,740","5,73,85,08,714.75","1,22,056"
05-Jul-22,EQ,"1,364.00","1,379.35","1,348.30","1,355.65","1,349.05","1,352.60","1,366.82","1,725.00","1,271.60","71,62,859","9,79,03,34,619.55","1,75,254"
06-Jul-22,EQ,"1,348.00","1,373.40","1,347.10","1,352.60","1,371.55","1,371.25","1,365.48","1,725.00","1,271.60","75,24,539","10,27,46,05,412.40","1,75,408"
07-Jul-22,EQ,"1,380.00","1,398.00","1,374.45","1,371.25","1,395.00","1,395.80","1,387.53","1,725.00","1,271.60","88,71,571","12,30,96,03,700.50","1,77,340"
08-Jul-22,EQ,"1,410.00","1,410.00","1,394.75","1,395.80","1,395.80","1,397.10","1,402.07","1,725.00","1,271.60","62,37,015","8,74,47,24,388.50","1,22,217"
11-Jul-22,EQ,"1,394.00","1,409.90","1,393.25","1,397.10","1,403.20","1,406.15","1,403.07","1,725.00","1,271.60","37,31,440","5,23,54,81,481.55","1,15,690"
12-Jul-22,EQ,"1,405.25","1,405.25","1,389.40","1,406.15","1,391.20","1,391.80","1,395.12","1,725.00","1,271.60","49,38,487","6,88,97,88,254.60","1,07,652"
13-Jul-22,EQ,"1,390.00","1,394.20","1,354.25","1,391.80","1,359.55","1,357.85","1,371.20","1,725.00","1,271.60","79,72,805","10,93,22,96,276.95","1,85,857"
14-Jul-22,EQ,"1,362.00","1,372.65","1,349.25","1,357.85","1,352.00","1,351.05","1,359.74","1,725.00","1,271.60","51,86,205","7,05,18,94,375.95","1,56,703"
15-Jul-22,EQ,"1,353.00","1,364.90","1,346.80","1,351.05","1,364.00","1,362.05","1,357.60","1,725.00","1,271.60","67,97,823","9,22,87,35,489.20","1,26,512"
18-Jul-22,EQ,"1,348.00","1,366.10","1,342.05","1,362.05","1,348.20","1,347.55","1,347.82","1,725.00","1,271.60","1,01,66,110","13,70,21,25,272.85","2,91,810"
19-Jul-22,EQ,"1,337.00","1,358.55","1,337.00","1,347.55","1,348.20","1,348.05","1,349.05","1,725.00","1,271.60","78,96,269","10,65,24,52,469.15","1,41,741"
20-Jul-22,EQ,"1,359.90","1,371.10","1,355.25","1,348.05","1,363.55","1,365.05","1,364.16","1,725.00","1,271.60","1,01,73,931","13,87,88,62,594.90","2,79,863"
21-Jul-22,EQ,"1,360.55","1,369.50","1,358.10","1,365.05","1,363.00","1,360.75","1,363.06","1,725.00","1,271.60","63,20,139","8,61,47,10,412.00","1,58,369"
22-Jul-22,EQ,"1,366.00","1,397.00","1,362.40","1,360.75","1,394.40","1,392.50","1,384.48","1,725.00","1,271.60","63,64,796","8,81,19,47,079.70","1,90,910"
25-Jul-22,EQ,"1,395.00","1,404.60","1,383.30","1,392.50","1,394.00","1,396.60","1,393.40","1,725.00","1,271.60","50,71,563","7,06,67,00,506.25","1,56,586"
26-Jul-22,EQ,"1,396.00","1,402.00","1,386.30","1,396.60","1,390.60","1,393.75","1,395.38","1,725.00","1,271.60","42,63,982","5,94,98,86,417.25","1,15,649"
27-Jul-22,EQ,"1,388.90","1,406.00","1,384.25","1,393.75","1,404.40","1,404.40","1,399.80","1,725.00","1,271.60","46,06,389","6,44,80,18,339.80","1,31,184"
28-Jul-22,EQ,"1,415.05","1,424.00","1,411.00","1,404.40","1,416.00","1,416.85","1,419.21","1,725.00","1,271.60","87,10,203","12,36,16,05,197.85","2,13,161"
29-Jul-22,EQ,"1,438.00","1,438.60","1,415.30","1,416.85","1,436.40","1,434.20","1,428.73","1,725.00","1,271.60","1,00,09,868","14,30,13,85,368.80","2,41,020"
01-Aug-22,EQ,"1,439.00","1,448.45","1,430.05","1,434.20","1,442.90","1,446.15","1,440.76","1,725.00","1,271.60","65,96,518","9,50,40,16,259.35","1,46,180"
02-Aug-22,EQ,"1,442.00","1,444.60","1,423.05","1,446.15","1,424.95","1,430.25","1,431.60","1,725.00","1,271.60","75,18,255","10,76,31,37,989.20","1,65,021"
03-Aug-22,EQ,"1,424.95","1,435.75","1,417.00","1,430.25","1,433.25","1,433.60","1,427.43","1,725.00","1,271.60","54,87,749","7,83,33,55,196.55","2,06,821"
04-Aug-22,EQ,"1,440.00","1,446.70","1,412.95","1,433.60","1,429.35","1,431.90","1,431.33","1,725.00","1,271.60","60,06,103","8,59,67,34,035.35","2,28,173"
05-Aug-22,EQ,"1,433.00","1,436.95","1,421.15","1,431.90","1,426.05","1,427.05","1,429.21","1,725.00","1,271.60","46,34,491","6,62,36,49,945.65","1,21,554"
08-Aug-22,EQ,"1,428.00","1,464.50","1,427.10","1,427.05","1,461.35","1,462.05","1,454.57","1,725.00","1,271.60","76,78,868","11,16,94,57,261.65","2,07,907"
10-Aug-22,EQ,"1,461.35","1,471.50","1,449.05","1,462.05","1,465.00","1,466.30","1,464.71","1,725.00","1,271.60","86,76,551","12,70,86,37,823.20","2,19,403"
11-Aug-22,EQ,"1,486.50","1,491.00","1,474.55","1,466.30","1,480.00","1,485.70","1,483.63","1,725.00","1,271.60","91,50,883","13,57,64,83,134.00","2,36,473"
12-Aug-22,EQ,"1,485.00","1,489.30","1,475.95","1,485.70","1,483.95","1,485.15","1,484.00","1,725.00","1,271.60","44,25,185","6,56,69,82,475.55","1,75,766"
16-Aug-22,EQ,"1,494.80","1,508.50","1,488.05","1,485.15","1,501.80","1,502.15","1,501.93","1,725.00","1,271.60","62,81,878","9,43,49,64,816.80","1,72,125"
17-Aug-22,EQ,"1,500.00","1,512.75","1,485.75","1,502.15","1,507.10","1,509.90","1,503.31","1,725.00","1,271.60","61,92,175","9,30,87,43,851.90","1,90,873"
18-Aug-22,EQ,"1,500.00","1,513.90","1,499.65","1,509.90","1,511.00","1,511.70","1,507.50","1,725.00","1,271.60","41,71,069","6,28,78,79,823.10","1,26,031"
19-Aug-22,EQ,"1,510.00","1,512.00","1,490.00","1,511.70","1,492.35","1,493.05","1,498.24","1,725.00","1,271.60","40,31,851","6,04,06,84,835.50","1,47,346"
22-Aug-22,EQ,"1,484.80","1,488.35","1,467.70","1,493.05","1,468.70","1,470.35","1,474.40","1,725.00","1,271.60","41,17,033","6,07,01,40,731.70","1,22,931"
23-Aug-22,EQ,"1,453.30","1,475.95","1,450.40","1,470.35","1,471.50","1,465.80","1,461.68","1,725.00","1,271.60","74,83,442","10,93,84,31,495.85","1,44,071"
24-Aug-22,EQ,"1,461.90","1,475.50","1,459.20","1,465.80","1,475.00","1,472.85","1,467.34","1,725.00","1,271.60","67,27,760","9,87,18,97,938.50","1,40,656"
25-Aug-22,EQ,"1,479.90","1,486.80","1,457.00","1,472.85","1,462.95","1,464.85","1,477.82","1,725.00","1,271.60","59,11,520","8,73,61,66,442.20","1,27,054"
26-Aug-22,EQ,"1,472.05","1,481.80","1,461.20","1,464.85","1,466.00","1,465.10","1,471.45","1,725.00","1,271.60","38,53,088","5,66,96,34,958.80","1,28,698"
29-Aug-22,EQ,"1,437.00","1,446.00","1,428.60","1,465.10","1,442.00","1,439.40","1,438.69","1,725.00","1,271.60","43,26,589","6,22,46,08,203.95","1,87,389"
30-Aug-22,EQ,"1,446.45","1,489.95","1,443.10","1,439.40","1,483.65","1,486.10","1,468.87","1,725.00","1,271.60","50,67,700","7,44,37,85,303.75","1,92,942"
01-Sep-22,EQ,"1,464.75","1,489.45","1,459.00","1,486.10","1,471.00","1,472.15","1,469.61","1,725.00","1,271.60","1,12,01,568","16,46,19,81,807.55","1,82,041"
02-Sep-22,EQ,"1,472.15","1,490.50","1,465.20","1,472.15","1,482.00","1,485.50","1,477.45","1,725.00","1,271.60","60,19,043","8,89,28,60,828.10","1,19,285"
05-Sep-22,EQ,"1,486.10","1,499.00","1,484.10","1,485.50","1,494.00","1,495.05","1,493.54","1,725.00","1,271.60","60,65,966","9,05,97,54,660.00","1,28,519"
06-Sep-22,EQ,"1,498.90","1,506.65","1,486.45","1,495.05","1,489.00","1,489.35","1,497.95","1,725.00","1,271.60","61,19,348","9,16,64,92,283.65","1,15,379"
07-Sep-22,EQ,"1,471.30","1,490.00","1,471.30","1,489.35","1,483.05","1,482.30","1,483.04","1,725.00","1,271.60","48,88,103","7,24,92,68,552.20","89,838"
08-Sep-22,EQ,"1,490.10","1,500.00","1,482.15","1,482.30","1,496.65","1,497.60","1,491.81","1,725.00","1,271.60","55,82,345","8,32,77,93,778.20","1,05,543"
09-Sep-22,EQ,"1,496.20","1,509.00","1,494.05","1,497.60","1,498.00","1,498.60","1,501.98","1,725.00","1,271.60","75,64,444","11,36,16,70,171.70","1,59,222"
12-Sep-22,EQ,"1,500.00","1,504.00","1,490.00","1,498.60","1,491.60","1,493.55","1,498.08","1,725.00","1,271.60","55,40,246","8,29,97,19,758.65","1,58,509"
13-Sep-22,EQ,"1,498.90","1,515.90","1,498.55","1,493.55","1,514.35","1,513.10","1,509.49","1,725.00","1,271.60","65,00,983","9,81,31,39,426.55","1,78,976"
14-Sep-22,EQ,"1,494.05","1,538.90","1,492.35","1,513.10","1,525.10","1,528.65","1,519.30","1,725.00","1,271.60","1,01,09,880","15,35,99,82,950.00","2,66,662"
15-Sep-22,EQ,"1,530.00","1,540.95","1,512.00","1,528.65","1,520.50","1,520.70","1,525.41","1,725.00","1,271.60","67,69,686","10,32,65,31,542.60","2,09,664"
16-Sep-22,EQ,"1,503.10","1,514.70","1,483.00","1,520.70","1,497.50","1,492.75","1,499.18","1,725.00","1,271.60","1,02,80,023","15,41,15,85,013.35","2,04,150"
19-Sep-22,EQ,"1,489.00","1,514.00","1,480.00","1,492.75","1,504.25","1,502.60","1,501.17","1,725.00","1,271.60","60,38,019","9,06,40,64,674.30","1,23,407"
20-Sep-22,EQ,"1,514.00","1,524.00","1,509.90","1,502.60","1,517.55","1,520.70","1,518.57","1,725.00","1,271.60","53,90,834","8,18,63,58,426.60","1,25,775"
21-Sep-22,EQ,"1,508.00","1,521.50","1,505.00","1,520.70","1,517.40","1,518.35","1,515.55","1,725.00","1,271.60","45,36,152","6,87,47,79,529.40","1,29,113"
22-Sep-22,EQ,"1,502.00","1,510.15","1,482.75","1,518.35","1,486.20","1,486.00","1,494.95","1,725.00","1,271.60","60,24,072","9,00,56,66,828.65","1,30,337"
23-Sep-22,EQ,"1,472.35","1,475.00","1,437.00","1,486.00","1,447.00","1,446.15","1,451.15","1,725.00","1,271.60","79,03,126","11,46,86,24,906.55","2,54,765"
26-Sep-22,EQ,"1,425.35","1,436.45","1,418.00","1,446.15","1,429.80","1,426.65","1,426.27","1,725.00","1,271.60","44,61,743","6,36,36,59,216.05","1,83,001"
27-Sep-22,EQ,"1,432.40","1,440.00","1,407.00","1,426.65","1,414.65","1,413.85","1,423.81","1,725.00","1,271.60","63,19,850","8,99,82,92,829.25","1,81,595"
28-Sep-22,EQ,"1,406.00","1,410.60","1,385.90","1,413.85","1,387.00","1,389.55","1,397.25","1,725.00","1,271.60","59,08,066","8,25,50,59,324.45","2,15,474"
29-Sep-22,EQ,"1,396.30","1,402.20","1,378.80","1,389.55","1,381.50","1,382.35","1,387.85","1,725.00","1,271.60","72,05,194","9,99,97,18,372.70","2,58,296"
30-Sep-22,EQ,"1,378.80","1,431.45","1,365.00","1,382.35","1,422.05","1,421.35","1,407.93","1,725.00","1,271.60","78,90,878","11,10,97,99,543.35","1,81,624"
03-Oct-22,EQ,"1,409.95","1,417.85","1,401.10","1,421.35","1,411.00","1,413.20","1,410.01","1,725.00","1,271.60","57,70,556","8,13,65,20,348.45","1,47,339"
04-Oct-22,EQ,"1,429.50","1,458.00","1,426.15","1,413.20","1,456.15","1,453.00","1,448.36","1,725.00","1,271.60","57,69,263","8,35,59,97,412.35","1,30,624"
06-Oct-22,EQ,"1,459.95","1,462.60","1,434.20","1,453.00","1,436.00","1,437.00","1,449.04","1,725.00","1,271.60","62,74,599","9,09,21,18,877.70","1,70,441"
07-Oct-22,EQ,"1,430.25","1,434.95","1,420.35","1,437.00","1,431.00","1,430.80","1,427.47","1,725.00","1,271.60","66,48,997","9,49,12,76,053.80","1,60,989"
10-Oct-22,EQ,"1,408.00","1,426.00","1,398.20","1,430.80","1,415.95","1,415.00","1,409.21","1,725.00","1,271.60","65,54,651","9,23,69,03,280.05","2,15,487"
11-Oct-22,EQ,"1,401.10","1,417.00","1,399.45","1,415.00","1,401.75","1,400.65","1,406.63","1,725.00","1,271.60","72,60,810","10,21,32,63,445.80","1,34,054"
12-Oct-22,EQ,"1,403.20","1,414.85","1,397.30","1,400.65","1,410.75","1,409.80","1,406.74","1,725.00","1,271.60","46,12,525","6,48,86,07,643.50","1,12,637"
13-Oct-22,EQ,"1,402.05","1,406.25","1,384.00","1,409.80","1,396.00","1,393.60","1,392.46","1,725.00","1,271.60","73,57,117","10,24,45,25,589.70","2,19,960"
14-Oct-22,EQ,"1,417.00","1,447.00","1,415.25","1,393.60","1,446.00","1,439.00","1,434.65","1,725.00","1,271.60","64,24,960","9,21,75,92,931.30","1,49,782"
17-Oct-22,EQ,"1,435.00","1,457.60","1,427.00","1,439.00","1,445.45","1,446.55","1,443.39","1,725.00","1,271.60","92,05,250","13,28,67,64,094.40","1,85,541"
18-Oct-22,EQ,"1,458.05","1,462.90","1,440.00","1,446.55","1,442.85","1,443.85","1,449.88","1,725.00","1,271.60","52,80,554","7,65,61,44,753.65","1,44,735"
19-Oct-22,EQ,"1,464.00","1,477.40","1,453.40","1,443.85","1,459.95","1,458.65","1,464.96","1,725.00","1,271.60","64,83,520","9,49,80,87,668.10","1,86,569"
20-Oct-22,EQ,"1,444.00","1,452.90","1,442.50","1,458.65","1,449.05","1,448.80","1,447.55","1,725.00","1,271.60","39,49,039","5,71,64,41,334.25","1,49,480"
21-Oct-22,EQ,"1,452.00","1,457.65","1,434.00","1,448.80","1,442.30","1,438.60","1,446.76","1,725.00","1,271.60","52,46,303","7,59,01,43,970.30","1,12,584"
24-Oct-22,EQ,"1,454.30","1,463.00","1,454.30","1,438.60","1,458.85","1,461.05","1,460.44","1,722.10","1,271.60","10,83,897","1,58,29,62,572.75","44,924"
25-Oct-22,EQ,"1,461.10","1,467.80","1,445.00","1,461.05","1,447.40","1,450.90","1,456.91","1,722.10","1,271.60","68,86,697","10,03,32,74,401.00","1,74,010"
27-Oct-22,EQ,"1,464.50","1,467.35","1,451.25","1,450.90","1,456.00","1,454.40","1,457.90","1,722.10","1,271.60","79,68,638","11,61,74,89,645.45","1,67,453"
28-Oct-22,EQ,"1,450.00","1,467.00","1,447.40","1,454.40","1,459.95","1,458.70","1,459.47","1,722.10","1,271.60","52,37,139","7,64,34,52,528.10","1,42,985"
31-Oct-22,EQ,"1,472.00","1,498.00","1,467.25","1,458.70","1,495.90","1,496.70","1,487.44","1,722.10","1,271.60","64,15,264","9,54,23,06,136.50","1,97,801"
01-Nov-22,EQ,"1,503.50","1,529.00","1,498.90","1,496.70","1,513.50","1,513.25","1,519.63","1,722.10","1,271.60","95,36,878","14,49,25,30,604.20","2,09,190"
02-Nov-22,EQ,"1,517.00","1,528.25","1,511.60","1,513.25","1,514.95","1,514.20","1,520.14","1,722.10","1,271.60","63,60,203","9,66,84,07,272.05","1,34,056"
03-Nov-22,EQ,"1,497.70","1,520.25","1,497.00","1,514.20","1,507.45","1,507.55","1,511.46","1,722.10","1,271.60","51,66,176","7,80,84,53,715.85","1,58,632"
04-Nov-22,EQ,"1,503.20","1,516.10","1,489.60","1,507.55","1,497.10","1,497.15","1,497.96","1,722.10","1,271.60","54,09,030","8,10,25,28,471.55","1,50,429"
07-Nov-22,EQ,"1,510.00","1,512.00","1,492.10","1,497.15","1,510.25","1,508.80","1,501.97","1,722.10","1,271.60","49,17,917","7,38,65,87,082.60","1,23,611"
09-Nov-22,EQ,"1,515.05","1,517.95","1,504.00","1,508.80","1,508.00","1,508.35","1,511.66","1,722.10","1,271.60","46,34,895","7,00,63,81,268.25","99,843"
10-Nov-22,EQ,"1,497.10","1,527.00","1,495.05","1,508.35","1,527.00","1,524.75","1,511.37","1,722.10","1,271.60","63,87,091","9,65,32,35,507.40","1,39,631"
11-Nov-22,EQ,"1,545.00","1,637.00","1,538.00","1,524.75","1,611.90","1,611.15","1,599.68","1,722.10","1,271.60","2,83,61,169","45,36,87,89,544.60","6,11,619"
14-Nov-22,EQ,"1,612.00","1,628.00","1,598.00","1,611.15","1,615.00","1,615.05","1,613.89","1,722.10","1,271.60","95,97,695","15,48,96,57,292.10","2,54,705"
15-Nov-22,EQ,"1,623.15","1,623.15","1,605.25","1,615.05","1,622.00","1,619.00","1,614.94","1,722.10","1,271.60","55,15,101","8,90,65,72,969.00","1,58,707"
16-Nov-22,EQ,"1,618.65","1,642.00","1,612.00","1,619.00","1,630.00","1,632.90","1,630.44","1,722.10","1,271.60","67,89,075","11,06,91,79,609.25","2,08,132"
17-Nov-22,EQ,"1,618.10","1,631.55","1,613.90","1,632.90","1,617.00","1,618.15","1,623.76","1,722.10","1,271.60","60,50,465","9,82,45,11,118.70","1,33,033"
18-Nov-22,EQ,"1,621.00","1,623.00","1,605.25","1,618.15","1,612.05","1,613.90","1,611.71","1,722.10","1,271.60","52,29,616","8,42,86,47,397.70","1,55,906"
21-Nov-22,EQ,"1,607.65","1,612.00","1,590.20","1,613.90","1,597.10","1,597.35","1,597.33","1,722.10","1,271.60","41,72,408","6,66,47,13,134.40","1,56,009"
22-Nov-22,EQ,"1,600.00","1,604.35","1,591.00","1,597.35","1,597.00","1,595.00","1,596.15","1,722.10","1,271.60","42,73,157","6,82,06,13,224.25","1,59,221"
23-Nov-22,EQ,"1,605.00","1,605.00","1,594.00","1,595.00","1,596.80","1,599.15","1,598.79","1,722.10","1,271.60","50,92,869","8,14,24,53,343.30","1,24,888"
24-Nov-22,EQ,"1,605.95","1,632.00","1,599.15","1,599.15","1,627.60","1,625.15","1,614.59","1,722.10","1,271.60","85,98,980","13,88,38,49,723.65","1,61,678"
25-Nov-22,EQ,"1,629.70","1,631.70","1,614.10","1,625.15","1,617.00","1,617.65","1,620.31","1,722.10","1,271.60","42,05,248","6,81,37,92,904.55","1,17,799"
28-Nov-22,EQ,"1,602.90","1,607.45","1,594.05","1,617.65","1,600.50","1,600.25","1,600.57","1,722.10","1,271.60","80,52,990","12,88,93,97,052.70","1,65,436"
29-Nov-22,EQ,"1,597.25","1,612.35","1,592.85","1,600.25","1,600.00","1,597.85","1,602.17","1,722.10","1,271.60","63,19,118","10,12,42,73,482.90","1,86,705"
30-Nov-22,EQ,"1,597.10","1,612.90","1,597.10","1,597.85","1,611.90","1,608.45","1,603.75","1,722.10","1,271.60","75,92,403","12,17,62,99,410.40","1,37,140"
01-Dec-22,EQ,"1,622.00","1,637.00","1,615.00","1,608.45","1,618.00","1,619.50","1,625.06","1,722.10","1,271.60","1,02,23,183","16,61,32,68,315.75","2,23,935"
02-Dec-22,EQ,"1,610.00","1,618.60","1,605.15","1,619.50","1,607.75","1,607.10","1,609.97","1,722.10","1,271.60","39,05,539","6,28,77,98,248.00","1,57,768"
05-Dec-22,EQ,"1,609.95","1,614.60","1,596.20","1,607.10","1,613.00","1,612.95","1,604.77","1,722.10","1,271.60","57,96,311","9,30,17,37,289.50","1,98,169"
06-Dec-22,EQ,"1,601.00","1,613.70","1,600.00","1,612.95","1,612.95","1,611.15","1,607.20","1,722.10","1,271.60","61,76,546","9,92,69,51,123.55","1,52,759"
07-Dec-22,EQ,"1,614.15","1,618.60","1,604.45","1,611.15","1,611.00","1,610.45","1,610.02","1,722.10","1,271.60","58,37,360","9,39,82,61,261.05","1,75,386"
08-Dec-22,EQ,"1,610.00","1,626.00","1,605.00","1,610.45","1,620.00","1,619.50","1,615.97","1,722.10","1,271.60","74,01,817","11,96,11,38,033.60","1,62,638"
09-Dec-22,EQ,"1,626.00","1,634.85","1,620.00","1,619.50","1,630.15","1,631.05","1,626.86","1,722.10","1,271.60","59,81,692","9,73,14,03,133.75","1,42,195"
12-Dec-22,EQ,"1,625.00","1,653.60","1,621.40","1,631.05","1,642.80","1,643.75","1,643.67","1,722.10","1,271.60","72,17,404","11,86,30,26,689.80","1,91,429"
13-Dec-22,EQ,"1,650.00","1,657.00","1,645.00","1,643.75","1,645.30","1,648.30","1,651.67","1,722.10","1,271.60","85,15,851","14,06,53,39,215.85","1,65,451"
14-Dec-22,EQ,"1,653.00","1,665.50","1,650.00","1,648.30","1,660.00","1,662.25","1,658.28","1,722.10","1,271.60","71,13,820","11,79,66,81,944.40","1,83,221"
15-Dec-22,EQ,"1,657.05","1,669.40","1,627.05","1,662.25","1,630.00","1,631.80","1,659.58","1,722.10","1,271.60","90,91,324","15,08,77,60,729.00","1,45,032"
16-Dec-22,EQ,"1,620.05","1,645.10","1,609.00","1,631.80","1,635.20","1,639.65","1,634.08","1,722.10","1,271.60","73,23,979","11,96,80,01,262.30","1,77,618"
19-Dec-22,EQ,"1,644.00","1,646.65","1,626.20","1,639.65","1,645.90","1,644.75","1,636.95","1,722.10","1,271.60","48,02,271","7,86,10,87,915.35","1,11,511"
20-Dec-22,EQ,"1,620.20","1,636.40","1,620.20","1,644.75","1,635.00","1,633.40","1,630.10","1,722.10","1,271.60","35,87,349","5,84,77,49,606.55","94,981"
21-Dec-22,EQ,"1,641.00","1,644.80","1,606.55","1,633.40","1,620.00","1,617.60","1,625.86","1,722.10","1,271.60","46,34,599","7,53,52,06,897.25","1,55,853"
22-Dec-22,EQ,"1,622.20","1,627.50","1,609.00","1,617.60","1,612.85","1,612.05","1,617.13","1,722.10","1,271.60","48,73,548","7,88,11,52,431.20","1,56,615"
23-Dec-22,EQ,"1,587.00","1,604.15","1,585.45","1,612.05","1,599.00","1,597.65","1,596.11","1,722.10","1,271.60","53,46,576","8,53,37,38,599.50","1,61,132"
26-Dec-22,EQ,"1,599.50","1,639.00","1,590.00","1,597.65","1,628.95","1,629.45","1,617.09","1,722.10","1,271.60","49,53,661","8,01,05,32,444.25","1,27,280"
27-Dec-22,EQ,"1,633.00","1,635.95","1,613.50","1,629.45","1,630.90","1,631.10","1,622.27","1,722.10","1,271.60","39,63,386","6,42,96,69,607.95","1,01,780"
28-Dec-22,EQ,"1,623.10","1,633.00","1,623.10","1,631.10","1,628.50","1,629.80","1,628.46","1,722.10","1,271.60","43,45,935","7,07,71,64,442.15","1,43,232"
29-Dec-22,EQ,"1,620.10","1,643.50","1,611.00","1,629.80","1,639.10","1,641.30","1,629.83","1,722.10","1,271.60","55,06,448","8,97,45,49,942.25","2,04,767"
30-Dec-22,EQ,"1,645.00","1,645.00","1,620.00","1,641.30","1,630.00","1,628.15","1,632.15","1,722.10","1,271.60","35,61,320","5,81,26,10,084.20","1,38,629"
02-Jan-23,EQ,"1,627.00","1,639.75","1,618.55","1,628.15","1,628.15","1,628.70","1,629.49","1,722.10","1,271.60","21,90,689","3,56,96,97,184.00","89,456"
03-Jan-23,EQ,"1,622.20","1,643.00","1,622.20","1,628.70","1,640.50","1,639.35","1,634.63","1,722.10","1,271.60","41,89,015","6,84,74,95,805.65","1,02,047"
04-Jan-23,EQ,"1,635.00","1,645.75","1,607.00","1,639.35","1,610.30","1,610.05","1,622.71","1,722.10","1,271.60","51,75,800","8,39,88,37,748.00","1,64,250"
05-Jan-23,EQ,"1,615.00","1,618.05","1,589.40","1,610.05","1,599.95","1,599.70","1,602.26","1,722.10","1,271.60","54,70,718","8,76,55,09,490.95","1,93,143"
06-Jan-23,EQ,"1,602.00","1,609.10","1,578.20","1,599.70","1,594.05","1,594.40","1,592.77","1,722.10","1,271.60","45,46,231","7,24,10,79,692.35","1,47,775"
09-Jan-23,EQ,"1,596.00","1,611.55","1,590.00","1,594.40","1,597.95","1,597.50","1,601.83","1,722.10","1,271.60","53,64,670","8,59,32,88,222.10","1,64,427"
10-Jan-23,EQ,"1,600.00","1,600.00","1,565.00","1,597.50","1,570.00","1,568.30","1,572.13","1,722.10","1,271.60","81,85,883","12,86,92,32,604.25","2,90,553"
11-Jan-23,EQ,"1,567.95","1,598.00","1,560.00","1,568.30","1,589.00","1,590.90","1,585.27","1,722.10","1,271.60","75,97,899","12,04,47,52,262.45","2,63,176"
12-Jan-23,EQ,"1,587.80","1,603.90","1,584.15","1,590.90","1,597.00","1,599.40","1,593.76","1,722.10","1,271.60","46,25,035","7,37,12,03,643.65","1,60,323"
13-Jan-23,EQ,"1,598.75","1,609.90","1,586.00","1,599.40","1,601.00","1,600.65","1,598.66","1,722.10","1,271.60","46,22,273","7,38,94,63,181.30","1,49,441"
16-Jan-23,EQ,"1,615.00","1,621.30","1,580.30","1,600.65","1,585.80","1,585.30","1,600.14","1,722.10","1,271.60","73,74,047","11,79,95,32,275.45","2,16,647"
